Instance,Algorithm,Params,Seed,BestCost,Evaluations,ElapsedMs,BestFoundAt,Timestamp
tai_20_5_0,Evolutionary_p40_g10_s0,EvolutionaryParameters,0,15317,440,2.8594,410,2026-03-19T12:05:11.3124509+00:00
tai_20_5_0,Evolutionary_p40_g20_s0,EvolutionaryParameters,0,15417,840,5.2689,833,2026-03-19T12:05:11.3184150+00:00
tai_20_5_0,Evolutionary_p40_g40_s0,EvolutionaryParameters,0,14921,1640,9.8111,1097,2026-03-19T12:05:11.3289495+00:00
tai_20_5_0,Evolutionary_p40_g60_s0,EvolutionaryParameters,0,14774,2440,17.3396,1947,2026-03-19T12:05:11.3473112+00:00
tai_20_5_0,Evolutionary_p40_g80_s0,EvolutionaryParameters,0,14394,3240,14.6496,2162,2026-03-19T12:05:11.3634259+00:00
tai_20_5_0,Evolutionary_p40_g100_s0,EvolutionaryParameters,0,14434,4040,23.6629,3114,2026-03-19T12:05:11.3927897+00:00
tai_20_5_0,Evolutionary_p40_g120_s0,EvolutionaryParameters,0,14575,4840,28.9153,4468,2026-03-19T12:05:11.4235418+00:00
tai_20_5_0,Evolutionary_p40_g160_s0,EvolutionaryParameters,0,14531,6440,33.5455,6342,2026-03-19T12:05:11.4586516+00:00
tai_20_5_0,Evolutionary_p60_g10_s0,EvolutionaryParameters,0,15405,660,3.2493,602,2026-03-19T12:05:11.4633567+00:00
tai_20_5_0,Evolutionary_p60_g20_s0,EvolutionaryParameters,0,15280,1260,12.0371,1133,2026-03-19T12:05:11.4766112+00:00
tai_20_5_0,Evolutionary_p60_g40_s0,EvolutionaryParameters,0,14783,2460,17.0656,2337,2026-03-19T12:05:11.4953154+00:00
tai_20_5_0,Evolutionary_p60_g60_s0,EvolutionaryParameters,0,14539,3660,17.7333,3654,2026-03-19T12:05:11.5145736+00:00
tai_20_5_0,Evolutionary_p60_g80_s0,EvolutionaryParameters,0,14522,4860,27.5406,2989,2026-03-19T12:05:11.5437486+00:00
tai_20_5_0,Evolutionary_p60_g100_s0,EvolutionaryParameters,0,14301,6060,38.0166,4822,2026-03-19T12:05:11.5832892+00:00
tai_20_5_0,Evolutionary_p60_g120_s0,EvolutionaryParameters,0,14608,7260,56.6825,6249,2026-03-19T12:05:11.6416983+00:00
tai_20_5_0,Evolutionary_p60_g160_s0,EvolutionaryParameters,0,14124,9660,46.3499,6970,2026-03-19T12:05:11.6898267+00:00
tai_20_5_0,Evolutionary_p80_g10_s0,EvolutionaryParameters,0,15269,880,3.4058,871,2026-03-19T12:05:11.6951675+00:00
tai_20_5_0,Evolutionary_p80_g20_s0,EvolutionaryParameters,0,14945,1680,8.8391,1523,2026-03-19T12:05:11.7061930+00:00
tai_20_5_0,Evolutionary_p80_g40_s0,EvolutionaryParameters,0,14279,3280,15.5273,1636,2026-03-19T12:05:11.7238905+00:00
tai_20_5_0,Evolutionary_p80_g60_s0,EvolutionaryParameters,0,14435,4880,22.1124,4479,2026-03-19T12:05:11.7467703+00:00
tai_20_5_0,Evolutionary_p80_g80_s0,EvolutionaryParameters,0,14342,6480,28.0469,4199,2026-03-19T12:05:11.7756676+00:00
tai_20_5_0,Evolutionary_p80_g100_s0,EvolutionaryParameters,0,14368,8080,33.4992,6612,2026-03-19T12:05:11.8112370+00:00
tai_20_5_0,Evolutionary_p80_g120_s0,EvolutionaryParameters,0,14425,9680,49.1122,7186,2026-03-19T12:05:11.8618366+00:00
tai_20_5_0,Evolutionary_p80_g160_s0,EvolutionaryParameters,0,14595,12880,55.4602,7308,2026-03-19T12:05:11.9189192+00:00
tai_20_5_0,Evolutionary_p100_g10_s0,EvolutionaryParameters,0,15272,1100,5.6158,615,2026-03-19T12:05:11.9259108+00:00
tai_20_5_0,Evolutionary_p100_g20_s0,EvolutionaryParameters,0,14927,2100,8.2764,1966,2026-03-19T12:05:11.9396943+00:00
tai_20_5_0,Evolutionary_p100_g40_s0,EvolutionaryParameters,0,14373,4100,22.4236,2951,2026-03-19T12:05:11.9636681+00:00
tai_20_5_0,Evolutionary_p100_g60_s0,EvolutionaryParameters,0,14286,6100,28.5441,5850,2026-03-19T12:05:11.9948889+00:00
tai_20_5_0,Evolutionary_p100_g80_s0,EvolutionaryParameters,0,14421,8100,69.3014,7499,2026-03-19T12:05:12.0914594+00:00
tai_20_5_0,Evolutionary_p100_g100_s0,EvolutionaryParameters,0,14299,10100,65.302,6677,2026-03-19T12:05:12.1628585+00:00
tai_20_5_0,Evolutionary_p100_g120_s0,EvolutionaryParameters,0,14211,12100,69.6471,9451,2026-03-19T12:05:12.2339802+00:00
tai_20_5_0,Evolutionary_p100_g160_s0,EvolutionaryParameters,0,14383,16100,124.9764,7497,2026-03-19T12:05:12.3605811+00:00
tai_20_5_0,Evolutionary_p120_g10_s0,EvolutionaryParameters,0,15192,1320,9.0256,1238,2026-03-19T12:05:12.3713443+00:00
tai_20_5_0,Evolutionary_p120_g20_s0,EvolutionaryParameters,0,14649,2520,18.746,2489,2026-03-19T12:05:12.3917524+00:00
tai_20_5_0,Evolutionary_p120_g40_s0,EvolutionaryParameters,0,14515,4920,29.4507,4888,2026-03-19T12:05:12.4297724+00:00
tai_20_5_0,Evolutionary_p120_g60_s0,EvolutionaryParameters,0,14344,7320,33.872,6395,2026-03-19T12:05:12.4653785+00:00
tai_20_5_0,Evolutionary_p120_g80_s0,EvolutionaryParameters,0,14506,9720,54.6491,6704,2026-03-19T12:05:12.5215640+00:00
tai_20_5_0,Evolutionary_p120_g100_s0,EvolutionaryParameters,0,14291,12120,60.8993,8927,2026-03-19T12:05:12.5851228+00:00
tai_20_5_0,Evolutionary_p120_g120_s0,EvolutionaryParameters,0,14115,14520,73.6703,4496,2026-03-19T12:05:12.6596239+00:00
tai_20_5_0,Evolutionary_p120_g160_s0,EvolutionaryParameters,0,14635,19320,83.7915,3526,2026-03-19T12:05:12.7448751+00:00
tai_20_5_0,Evolutionary_p160_g10_s0,EvolutionaryParameters,0,15045,1760,11.0412,1474,2026-03-19T12:05:12.7574645+00:00
tai_20_5_0,Evolutionary_p160_g20_s0,EvolutionaryParameters,0,14271,3360,16.0174,3113,2026-03-19T12:05:12.7742242+00:00
tai_20_5_0,Evolutionary_p160_g40_s0,EvolutionaryParameters,0,14473,6560,24.0501,5577,2026-03-19T12:05:12.7999579+00:00
tai_20_5_0,Evolutionary_p160_g60_s0,EvolutionaryParameters,0,14410,9760,70.2261,7862,2026-03-19T12:05:12.8710372+00:00
tai_20_5_0,Evolutionary_p160_g80_s0,EvolutionaryParameters,0,14527,12960,71.8384,10653,2026-03-19T12:05:12.9444620+00:00
tai_20_5_0,Evolutionary_p160_g100_s0,EvolutionaryParameters,0,14362,16160,91.0181,13375,2026-03-19T12:05:13.0374959+00:00
tai_20_5_0,Evolutionary_p160_g120_s0,EvolutionaryParameters,0,14549,19360,148.721,4204,2026-03-19T12:05:13.1899785+00:00
tai_20_5_0,Evolutionary_p160_g160_s0,EvolutionaryParameters,0,14327,25760,149.9514,8148,2026-03-19T12:05:13.3413531+00:00
