Instance,Algorithm,Params,Seed,BestCost,Evaluations,ElapsedMs,BestFoundAt,Timestamp
tai_100_10_0,SimulatedAnnealing_nSwap_i20000_s151555,SimulatedAnnealingParameters,,311235,20000,253.9199,18733,2026-03-20T16:57:39.0507331+00:00
tai_100_10_0,SimulatedAnnealing_nSwap_i20000_s5252525,SimulatedAnnealingParameters,,310545,20000,196.3282,19289,2026-03-20T16:57:39.6055885+00:00
tai_100_10_0,SimulatedAnnealing_nSwap_i20000_s6687883,SimulatedAnnealingParameters,,311676,20000,255.8403,17276,2026-03-20T16:57:39.2155038+00:00
tai_100_10_0,SimulatedAnnealing_nSwap_i20000_s33331882,SimulatedAnnealingParameters,,316610,20000,275.8947,19417,2026-03-20T16:57:39.0753517+00:00
tai_100_10_0,SimulatedAnnealing_nInsert_i20000_s22,SimulatedAnnealingParameters,,312630,20000,256.0123,19883,2026-03-20T16:57:37.2565194+00:00
tai_100_10_0,SimulatedAnnealing_nInsert_i20000_s151555,SimulatedAnnealingParameters,,313369,20000,172.3009,19946,2026-03-20T16:57:39.7434659+00:00
tai_100_10_0,SimulatedAnnealing_nInsert_i20000_s5252525,SimulatedAnnealingParameters,,311025,20000,285.104,16027,2026-03-20T16:57:36.5004604+00:00
tai_100_10_0,SimulatedAnnealing_nInsert_i20000_s6687883,SimulatedAnnealingParameters,,313545,20000,205.2764,19975,2026-03-20T16:57:39.5711411+00:00
tai_100_10_0,SimulatedAnnealing_nInsert_i20000_s33331882,SimulatedAnnealingParameters,,309219,20000,297.1874,19849,2026-03-20T16:57:36.8825694+00:00
tai_100_10_0,SimulatedAnnealing_nReverse_i20000_s22,SimulatedAnnealingParameters,,339321,20000,281.2706,19992,2026-03-20T16:57:36.5634094+00:00
tai_100_10_0,SimulatedAnnealing_nReverse_i20000_s151555,SimulatedAnnealingParameters,,333444,20000,211.2012,19880,2026-03-20T16:57:39.5837339+00:00
tai_100_10_0,SimulatedAnnealing_nReverse_i20000_s5252525,SimulatedAnnealingParameters,,339919,20000,256.5858,19869,2026-03-20T16:57:37.2034657+00:00
tai_100_10_0,SimulatedAnnealing_nReverse_i20000_s6687883,SimulatedAnnealingParameters,,341963,20000,244.0105,19599,2026-03-20T16:57:37.5316404+00:00
tai_100_10_0,SimulatedAnnealing_nReverse_i20000_s33331882,SimulatedAnnealingParameters,,338563,20000,289.3345,19914,2026-03-20T16:57:36.5853571+00:00
tai_100_20_0,SimulatedAnnealing_nSwap_i20000_s22,SimulatedAnnealingParameters,,394747,20000,536.2381,16472,2026-03-20T16:57:39.2396321+00:00
tai_100_20_0,SimulatedAnnealing_nSwap_i20000_s151555,SimulatedAnnealingParameters,,385342,20000,618.5982,19848,2026-03-20T16:57:36.9980696+00:00
tai_100_20_0,SimulatedAnnealing_nSwap_i20000_s5252525,SimulatedAnnealingParameters,,388279,20000,616.1452,18748,2026-03-20T16:57:36.8316460+00:00
tai_100_20_0,SimulatedAnnealing_nSwap_i20000_s6687883,SimulatedAnnealingParameters,,388189,20000,354.4461,19983,2026-03-20T16:57:40.0415093+00:00
tai_100_20_0,SimulatedAnnealing_nSwap_i20000_s33331882,SimulatedAnnealingParameters,,385534,20000,608.7372,19457,2026-03-20T16:57:37.0004769+00:00
tai_100_20_0,SimulatedAnnealing_nInsert_i20000_s22,SimulatedAnnealingParameters,,384919,20000,637.7586,19154,2026-03-20T16:57:36.8533277+00:00
tai_100_20_0,SimulatedAnnealing_nInsert_i20000_s151555,SimulatedAnnealingParameters,,383723,20000,582.5457,19656,2026-03-20T16:57:36.9542648+00:00
tai_100_20_0,SimulatedAnnealing_nInsert_i20000_s5252525,SimulatedAnnealingParameters,,382025,20000,507.2873,18740,2026-03-20T16:57:39.4632310+00:00
tai_100_20_0,SimulatedAnnealing_nInsert_i20000_s6687883,SimulatedAnnealingParameters,,384521,20000,342.8146,19934,2026-03-20T16:57:41.0548373+00:00
tai_100_20_0,SimulatedAnnealing_nInsert_i20000_s33331882,SimulatedAnnealingParameters,,385069,20000,571.5582,19931,2026-03-20T16:57:37.4249161+00:00
tai_100_20_0,SimulatedAnnealing_nReverse_i20000_s22,SimulatedAnnealingParameters,,412258,20000,586.6144,19200,2026-03-20T16:57:36.8019995+00:00
tai_100_20_0,SimulatedAnnealing_nReverse_i20000_s151555,SimulatedAnnealingParameters,,420936,20000,639.9899,19978,2026-03-20T16:57:37.0013162+00:00
tai_100_20_0,SimulatedAnnealing_nReverse_i20000_s5252525,SimulatedAnnealingParameters,,425353,20000,494.5079,19364,2026-03-20T16:57:39.5452718+00:00
tai_100_20_0,SimulatedAnnealing_nReverse_i20000_s6687883,SimulatedAnnealingParameters,,412480,20000,658.2365,18103,2026-03-20T16:57:36.8736404+00:00
tai_100_20_0,SimulatedAnnealing_nReverse_i20000_s33331882,SimulatedAnnealingParameters,,416501,20000,418.2707,19375,2026-03-20T16:57:39.6579170+00:00
tai_500_20_0,SimulatedAnnealing_nSwap_i20000_s22,SimulatedAnnealingParameters,,7151605,20000,2262.0817,19982,2026-03-20T16:57:39.6870474+00:00
tai_500_20_0,SimulatedAnnealing_nSwap_i20000_s151555,SimulatedAnnealingParameters,,7163730,20000,2508.4224,19999,2026-03-20T16:57:38.7994401+00:00
tai_500_20_0,SimulatedAnnealing_nSwap_i20000_s5252525,SimulatedAnnealingParameters,,7129437,20000,2415.9907,19851,2026-03-20T16:57:39.2180540+00:00
tai_500_20_0,SimulatedAnnealing_nSwap_i20000_s6687883,SimulatedAnnealingParameters,,7127948,20000,2360.9036,19716,2026-03-20T16:57:39.3151972+00:00
tai_500_20_0,SimulatedAnnealing_nSwap_i20000_s33331882,SimulatedAnnealingParameters,,7110651,20000,2354.0037,19791,2026-03-20T16:57:39.2276875+00:00
tai_500_20_0,SimulatedAnnealing_nInsert_i20000_s22,SimulatedAnnealingParameters,,7128118,20000,2396.4247,19825,2026-03-20T16:57:38.6820097+00:00
tai_500_20_0,SimulatedAnnealing_nInsert_i20000_s151555,SimulatedAnnealingParameters,,7117344,20000,2401.7877,19572,2026-03-20T16:57:39.2843778+00:00
tai_500_20_0,SimulatedAnnealing_nInsert_i20000_s5252525,SimulatedAnnealingParameters,,7112322,20000,2341.4599,19875,2026-03-20T16:57:38.8419606+00:00
tai_500_20_0,SimulatedAnnealing_nInsert_i20000_s6687883,SimulatedAnnealingParameters,,7127058,20000,1636.5892,19945,2026-03-20T16:57:40.7119822+00:00
tai_500_20_0,SimulatedAnnealing_nInsert_i20000_s33331882,SimulatedAnnealingParameters,,7126175,20000,2297.0086,19950,2026-03-20T16:57:39.6463055+00:00
tai_500_20_0,SimulatedAnnealing_nReverse_i20000_s22,SimulatedAnnealingParameters,,7611517,20000,2450.483,19754,2026-03-20T16:57:38.9559171+00:00
tai_500_20_0,SimulatedAnnealing_nReverse_i20000_s151555,SimulatedAnnealingParameters,,7638533,20000,2487.9428,19997,2026-03-20T16:57:38.7033692+00:00
tai_500_20_0,SimulatedAnnealing_nReverse_i20000_s5252525,SimulatedAnnealingParameters,,7700410,20000,2474.2335,19994,2026-03-20T16:57:38.6895353+00:00
tai_500_20_0,SimulatedAnnealing_nReverse_i20000_s6687883,SimulatedAnnealingParameters,,7601392,20000,1596.2112,19939,2026-03-20T16:57:40.9114218+00:00
tai_500_20_0,SimulatedAnnealing_nReverse_i20000_s33331882,SimulatedAnnealingParameters,,7670400,20000,2371.1803,19954,2026-03-20T16:57:39.3725182+00:00
